"SAN.Open" "SAN.High" "SAN.Low" "SAN.Close" "SAN.Volume" "SAN.Adjusted"
"2015-02-13" 7.15000009536743 7.23000001907349 7.13000011444092 7.17999982833862 8041700 5.20145750045776
"2015-02-17" 7.19999980926514 7.25 7.1100001335144 7.21999979019165 6724800 5.23043489456177
"2015-02-18" 7.25 7.30000019073486 7.21000003814697 7.28000020980835 5621700 5.27390098571777
"2015-02-19" 7.28999996185303 7.34999990463257 7.26999998092651 7.28999996185303 6416100 5.2811450958252
"2015-02-20" 7.17000007629395 7.42000007629395 7.1100001335144 7.40999984741211 14271600 5.36807727813721
"2015-02-23" 7.26000022888184 7.30000019073486 7.23000001907349 7.28999996185303 8399200 5.2811450958252
"2015-02-24" 7.25 7.32999992370605 7.23999977111816 7.30999994277954 5033900 5.2956337928772
"2015-02-25" 7.26000022888184 7.30000019073486 7.23999977111816 7.30000019073486 5145200 5.28839063644409
"2015-02-26" 7.23999977111816 7.28999996185303 7.21999979019165 7.23999977111816 4637600 5.24492359161377
"2015-02-27" 7.25 7.30999994277954 7.19999980926514 7.28000020980835 4311400 5.27390098571777
"2015-03-02" 7.30000019073486 7.32000017166138 7.26999998092651 7.30000019073486 4642500 5.28839063644409
"2015-03-03" 7.23999977111816 7.23999977111816 7.17000007629395 7.23000001907349 5602700 5.23767948150635
"2015-03-04" 7.19000005722046 7.21000003814697 7.1100001335144 7.19999980926514 3892500 5.21594572067261
"2015-03-05" 7.21000003814697 7.21999979019165 7.17000007629395 7.19000005722046 2681500 5.20870113372803
"2015-03-06" 7.05000019073486 7.07999992370605 6.98000001907349 6.98000001907349 8061600 5.05657005310059
"2015-03-09" 7.01000022888184 7.05999994277954 6.98999977111816 7.05999994277954 4624600 5.11452531814575
"2015-03-10" 6.82000017166138 6.82999992370605 6.75 6.76000022888184 8841600 4.89719343185425
"2015-03-11" 6.73000001907349 6.80999994277954 6.69999980926514 6.76999998092651 6786400 4.90443897247314
"2015-03-12" 6.84000015258789 6.90000009536743 6.82000017166138 6.86999988555908 6265900 4.976881980896
"2015-03-13" 6.78999996185303 6.78999996185303 6.71000003814697 6.76999998092651 15063000 4.90443897247314
"2015-03-16" 6.84999990463257 6.86999988555908 6.82000017166138 6.8600001335144 5352000 4.96963739395142
"2015-03-17" 6.78000020980835 6.8600001335144 6.76000022888184 6.8600001335144 4522900 4.96963739395142
"2015-03-18" 6.82000017166138 6.98000001907349 6.78000020980835 6.94000005722046 8647600 5.02759218215942
"2015-03-19" 6.86999988555908 6.90000009536743 6.82000017166138 6.86999988555908 3628300 4.976881980896
"2015-03-20" 7.17000007629395 7.32000017166138 7.13000011444092 7.28000020980835 13410500 5.27390098571777
"2015-03-23" 7.42000007629395 7.42999982833862 7.3600001335144 7.42000007629395 6690800 5.37532234191895
"2015-03-24" 7.51999998092651 7.55999994277954 7.48000001907349 7.51000022888184 9361500 5.44052124023438
"2015-03-25" 7.48000001907349 7.51999998092651 7.44000005722046 7.46000003814697 5074900 5.40429925918579
"2015-03-26" 7.46000003814697 7.5 7.3600001335144 7.46000003814697 8786800 5.40429925918579
"2015-03-27" 7.40000009536743 7.48000001907349 7.3600001335144 7.46999979019165 8604800 5.41154289245605
"2015-03-30" 7.53000020980835 7.55999994277954 7.48999977111816 7.5 4623500 5.43327713012695
"2015-03-31" 7.40999984741211 7.48999977111816 7.3899998664856 7.44999980926514 5416700 5.39705514907837
"2015-04-01" 7.53999996185303 7.53999996185303 7.44000005722046 7.51999998092651 4936200 5.4477653503418
"2015-04-02" 7.6100001335144 7.65999984741211 7.59000015258789 7.6399998664856 4174900 5.53469848632812
"2015-04-06" 7.65000009536743 7.78999996185303 7.6399998664856 7.71999979019165 8561400 5.59265232086182
"2015-04-07" 7.69999980926514 7.73000001907349 7.63000011444092 7.63000011444092 11589600 5.52745485305786
"2015-04-08" 7.67000007629395 7.67000007629395 7.53000020980835 7.59000015258789 5523500 5.49847650527954
"2015-04-09" 7.3899998664856 7.40000009536743 7.32000017166138 7.3899998664856 4207900 5.47255897521973
"2015-04-10" 7.28000020980835 7.32000017166138 7.21999979019165 7.32000017166138 5059600 5.42071962356567
"2015-04-13" 7.32999992370605 7.38000011444092 7.30999994277954 7.30999994277954 4324600 5.41331481933594
"2015-04-14" 7.23999977111816 7.30000019073486 7.23999977111816 7.30000019073486 5314900 5.4059100151062
"2015-04-15" 7.30000019073486 7.34000015258789 7.25 7.30999994277954 6067000 5.41331481933594
"2015-04-16" 7.28999996185303 7.30000019073486 7.19999980926514 7.23999977111816 4208100 5.36147737503052
"2015-04-17" 7.05999994277954 7.07999992370605 6.98999977111816 7.07000017166138 8607800 5.23558664321899
"2015-04-20" 7 7.07000017166138 6.98999977111816 7.05000019073486 5236300 5.22077655792236
"2015-04-21" 7.05999994277954 7.07000017166138 7.01000022888184 7.03999996185303 8972800 5.21337032318115
"2015-04-22" 6.98999977111816 7.05999994277954 6.94000005722046 7.01999998092651 5593700 5.19855976104736
"2015-04-23" 7 7.15000009536743 7 7.11999988555908 4459800 5.27261257171631
"2015-04-24" 7.19999980926514 7.26000022888184 7.13000011444092 7.26000022888184 7063300 5.37628793716431
"2015-04-27" 7.30999994277954 7.36999988555908 7.28000020980835 7.28999996185303 5335900 5.39850378036499
"2015-04-28" 7.46000003814697 7.51999998092651 7.44999980926514 7.48000001907349 6278500 5.53920650482178
"2015-04-29" 7.51000022888184 7.57999992370605 7.44999980926514 7.48999977111816 7651200 5.54661178588867
"2015-04-30" 7.53999996185303 7.59000015258789 7.5 7.51999998092651 5275200 5.5688271522522
"2015-05-01" 7.48999977111816 7.57999992370605 7.48999977111816 7.53999996185303 6262200 5.58363819122314
"2015-05-04" 7.55000019073486 7.57000017166138 7.48999977111816 7.48999977111816 2644900 5.54661178588867
"2015-05-05" 7.40000009536743 7.40999984741211 7.26000022888184 7.28000020980835 6034900 5.39109897613525
"2015-05-06" 7.3899998664856 7.5 7.38000011444092 7.40999984741211 5802000 5.48736715316772
"2015-05-07" 7.38000011444092 7.44999980926514 7.32999992370605 7.3600001335144 4171300 5.45034122467041
"2015-05-08" 7.48000001907349 7.61999988555908 7.46999979019165 7.6100001335144 6597300 5.63547658920288
"2015-05-11" 7.53000020980835 7.57000017166138 7.5 7.51999998092651 3278700 5.5688271522522
"2015-05-12" 7.51000022888184 7.53000020980835 7.46999979019165 7.51999998092651 6834500 5.5688271522522
"2015-05-13" 7.57000017166138 7.6100001335144 7.5 7.51999998092651 13144500 5.5688271522522
"2015-05-14" 7.63000011444092 7.65999984741211 7.59000015258789 7.59000015258789 6087800 5.62066459655762
"2015-05-15" 7.55000019073486 7.59999990463257 7.51000022888184 7.57999992370605 3392800 5.61325931549072
"2015-05-18" 7.42999982833862 7.46999979019165 7.42000007629395 7.46999979019165 5058000 5.53179979324341
"2015-05-19" 7.40999984741211 7.46000003814697 7.40000009536743 7.46000003814697 4668000 5.52439498901367
"2015-05-20" 7.44999980926514 7.48999977111816 7.42000007629395 7.46000003814697 3250700 5.52439498901367
"2015-05-21" 7.44999980926514 7.5 7.42999982833862 7.5 3244000 5.55401563644409
"2015-05-22" 7.44000005722046 7.44000005722046 7.36999988555908 7.38000011444092 9431000 5.46515274047852
"2015-05-26" 7.15999984741211 7.17999982833862 7.03999996185303 7.05999994277954 11605700 5.22818183898926
"2015-05-27" 7.09000015258789 7.26000022888184 7.07999992370605 7.19000005722046 6129800 5.32445049285889
"2015-05-28" 7.15000009536743 7.21000003814697 7.07999992370605 7.19000005722046 5083400 5.32445049285889
"2015-05-29" 7.15999984741211 7.17000007629395 7.05999994277954 7.09999990463257 3424600 5.2578010559082
"2015-06-01" 7.07999992370605 7.09000015258789 6.96999979019165 7.05000019073486 8571900 5.22077655792236
"2015-06-02" 7.26999998092651 7.28999996185303 7.21999979019165 7.25 9272300 5.3688817024231
"2015-06-03" 7.30999994277954 7.42999982833862 7.30999994277954 7.34999990463257 4074600 5.44293689727783
"2015-06-04" 7.3600001335144 7.48999977111816 7.21000003814697 7.23000001907349 7122900 5.35407257080078
"2015-06-05" 7.19000005722046 7.30000019073486 7.15000009536743 7.21999979019165 7516800 5.34666585922241
"2015-06-08" 7.21999979019165 7.21999979019165 7.15999984741211 7.19999980926514 4388000 5.33185625076294
"2015-06-09" 7.19999980926514 7.25 7.13000011444092 7.19000005722046 4784100 5.32445049285889
"2015-06-10" 7.30000019073486 7.42999982833862 7.28000020980835 7.36999988555908 6451600 5.45774745941162
"2015-06-11" 7.3600001335144 7.40000009536743 7.28999996185303 7.38000011444092 3607700 5.46515274047852
"2015-06-12" 7.21000003814697 7.30000019073486 7.15000009536743 7.26000022888184 5002600 5.37628793716431
"2015-06-15" 7.07000017166138 7.17000007629395 7.05000019073486 7.15999984741211 7158600 5.3022346496582
"2015-06-16" 7.03999996185303 7.1399998664856 7.01000022888184 7.11999988555908 5355600 5.27261257171631
"2015-06-17" 7.13000011444092 7.1399998664856 7.01999998092651 7.07999992370605 5200700 5.24299097061157
"2015-06-18" 7.17999982833862 7.42000007629395 7.15999984741211 7.26000022888184 9739100 5.37628793716431
"2015-06-19" 7.26999998092651 7.28999996185303 7.21000003814697 7.23999977111816 5158000 5.36147737503052
"2015-06-22" 7.59000015258789 7.71999979019165 7.57999992370605 7.59999990463257 11706700 5.62807035446167
"2015-06-23" 7.61999988555908 7.6399998664856 7.53999996185303 7.55000019073486 4389800 5.59104251861572
"2015-06-24" 7.46999979019165 7.51000022888184 7.44000005722046 7.46000003814697 3913900 5.52439498901367
"2015-06-25" 7.46999979019165 7.5 7.40000009536743 7.46000003814697 3548300 5.52439498901367
"2015-06-26" 7.55000019073486 7.6100001335144 7.48000001907349 7.53000020980835 4424000 5.57623291015625
"2015-06-29" 7.09999990463257 7.17000007629395 6.98999977111816 7 18775400 5.18374824523926
"2015-06-30" 7.1399998664856 7.15999984741211 6.94999980926514 7.01000022888184 18692400 5.19115400314331
"2015-07-01" 7.09999990463257 7.1100001335144 7.01000022888184 7.03999996185303 6611800 5.21337032318115
"2015-07-02" 7.03999996185303 7.07000017166138 7.01000022888184 7.05000019073486 3604000 5.22077655792236
"2015-07-06" 6.71999979019165 6.84999990463257 6.69999980926514 6.78000020980835 14893700 5.0208306312561
"2015-07-07" 6.65000009536743 6.84999990463257 6.53999996185303 6.78999996185303 15251300 5.028235912323
"2015-07-08" 6.69999980926514 6.71999979019165 6.61999988555908 6.6399998664856 7448600 4.91715574264526
"2015-07-09" 6.90999984741211 6.92999982833862 6.80000019073486 6.82000017166138 9559700 5.05045175552368
"2015-07-10" 7.23999977111816 7.26000022888184 7.17000007629395 7.21999979019165 17066500 5.34666585922241
"2015-07-13" 7.28000020980835 7.28999996185303 7.21000003814697 7.23999977111816 5768000 5.36147737503052
"2015-07-14" 7.17000007629395 7.21999979019165 7.1399998664856 7.19999980926514 3592500 5.33185625076294
"2015-07-15" 7.21000003814697 7.23000001907349 7.15999984741211 7.17999982833862 3433700 5.31704568862915
"2015-07-16" 7.30000019073486 7.34000015258789 7.26999998092651 7.30999994277954 4560600 5.41331481933594
"2015-07-17" 7.28999996185303 7.30000019073486 7.21000003814697 7.23999977111816 2785900 5.36147737503052
"2015-07-20" 7.26000022888184 7.30000019073486 7.23999977111816 7.26999998092651 4051700 5.38369417190552
"2015-07-21" 7.25 7.30000019073486 7.21999979019165 7.25 6004000 5.3688817024231
"2015-07-22" 7.26000022888184 7.30999994277954 7.23000001907349 7.28000020980835 4711400 5.39109897613525
"2015-07-23" 7.28999996185303 7.32000017166138 7.21000003814697 7.23999977111816 4363800 5.36147737503052
"2015-07-24" 7.15999984741211 7.19000005722046 7.07999992370605 7.09000015258789 4753500 5.25039768218994
"2015-07-27" 7.09999990463257 7.11999988555908 7.01000022888184 7.03000020980835 5550700 5.2059645652771
"2015-07-28" 7.09999990463257 7.11999988555908 7.05999994277954 7.09999990463257 2718400 5.2578010559082
"2015-07-29" 7 7.1100001335144 6.98999977111816 7.09000015258789 4391900 5.29213809967041
"2015-07-30" 6.82999992370605 6.84000015258789 6.71999979019165 6.78000020980835 10433200 5.06074714660645
"2015-07-31" 6.78000020980835 6.88000011444092 6.75 6.80999994277954 6990100 5.08313941955566
"2015-08-03" 6.84999990463257 6.86999988555908 6.78000020980835 6.80000019073486 4470000 5.07567548751831
"2015-08-04" 6.73999977111816 6.76000022888184 6.69999980926514 6.71999979019165 4296900 5.01596117019653
"2015-08-05" 6.78000020980835 6.82999992370605 6.73000001907349 6.76000022888184 2962000 5.04581737518311
"2015-08-06" 6.76999998092651 6.80000019073486 6.73999977111816 6.78000020980835 4203500 5.06074714660645
"2015-08-07" 6.73000001907349 6.78999996185303 6.71999979019165 6.76000022888184 3198900 5.04581737518311
"2015-08-10" 6.82999992370605 6.92000007629395 6.82000017166138 6.92000007629395 3930100 5.1652455329895
"2015-08-11" 6.86999988555908 6.88000011444092 6.75 6.80000019073486 19420200 5.07567548751831
"2015-08-12" 6.71999979019165 6.76000022888184 6.65999984741211 6.76000022888184 5992600 5.04581737518311
"2015-08-13" 6.65999984741211 6.67000007629395 6.63000011444092 6.63000011444092 4407000 4.9487829208374
"2015-08-14" 6.57999992370605 6.61999988555908 6.55000019073486 6.59999990463257 7394200 4.92639064788818
"2015-08-17" 6.48000001907349 6.55999994277954 6.46999979019165 6.55000019073486 4195500 4.88907051086426
"2015-08-18" 6.53999996185303 6.53999996185303 6.46999979019165 6.51000022888184 5278900 4.85921287536621
"2015-08-19" 6.46999979019165 6.53000020980835 6.42999982833862 6.46999979019165 3882800 4.82935571670532
"2015-08-20" 6.44999980926514 6.46000003814697 6.34000015258789 6.3600001335144 6439900 4.74724817276001
"2015-08-21" 6.3899998664856 6.42999982833862 6.21999979019165 6.21999979019165 13726200 4.64274978637695
"2015-08-24" 5.98000001907349 6.05000019073486 5.88000011444092 5.96000003814697 13540800 4.44867897033691
"2015-08-25" 6.21000003814697 6.21999979019165 5.96000003814697 5.96999979019165 9361400 4.45614433288574
"2015-08-26" 6.09000015258789 6.09999990463257 5.94999980926514 6.07999992370605 6963000 4.53824996948242
"2015-08-27" 6.13000011444092 6.23000001907349 6.09999990463257 6.23000001907349 10439100 4.65021514892578
"2015-08-28" 6.17000007629395 6.21000003814697 6.1399998664856 6.19999980926514 4908800 4.62782049179077
"2015-08-31" 6.1100001335144 6.15000009536743 6.03000020980835 6.09000015258789 5357900 4.54571485519409
"2015-09-01" 5.96000003814697 5.96999979019165 5.86999988555908 5.90000009536743 7223800 4.40389442443848
"2015-09-02" 6 6.01000022888184 5.86999988555908 5.92999982833862 5321900 4.4262866973877
"2015-09-03" 5.86999988555908 5.94000005722046 5.82999992370605 5.8600001335144 5908700 4.37403726577759
"2015-09-04" 5.67999982833862 5.75 5.67000007629395 5.71999979019165 4947500 4.26953887939453
"2015-09-08" 5.78999996185303 5.82000017166138 5.75 5.80999994277954 3633800 4.33671617507935
"2015-09-09" 5.96000003814697 5.96999979019165 5.76999998092651 5.78999996185303 4892300 4.3217887878418
"2015-09-10" 5.71000003814697 5.78999996185303 5.69000005722046 5.76000022888184 4827300 4.2993950843811
"2015-09-11" 5.67000007629395 5.73999977111816 5.65999984741211 5.73000001907349 5083600 4.27700185775757
"2015-09-14" 5.65999984741211 5.67999982833862 5.57999992370605 5.6399998664856 6784700 4.20982503890991
"2015-09-15" 5.65999984741211 5.71999979019165 5.65000009536743 5.71000003814697 4286300 4.26207494735718
"2015-09-16" 5.73999977111816 5.80000019073486 5.71999979019165 5.80000019073486 4385800 4.32925081253052
"2015-09-17" 5.8899998664856 5.98999977111816 5.8600001335144 5.90999984741211 8974100 4.41135883331299
"2015-09-18" 5.73000001907349 5.76999998092651 5.65999984741211 5.67000007629395 7512000 4.23221826553345
"2015-09-21" 5.6399998664856 5.65999984741211 5.57000017166138 5.6100001335144 4214000 4.18743228912354
"2015-09-22" 5.42999982833862 5.46000003814697 5.38000011444092 5.42999982833862 5993900 4.05307579040527
"2015-09-23" 5.3899998664856 5.3899998664856 5.26999998092651 5.28000020980835 5869800 3.94111275672913
"2015-09-24" 5.21999979019165 5.25 5.13000011444092 5.21000003814697 7595900 3.88886213302612
"2015-09-25" 5.26000022888184 5.28999996185303 5.19999980926514 5.21999979019165 5440200 3.89632678031921
"2015-09-28" 5.17000007629395 5.17999982833862 5.1100001335144 5.13000011444092 6690000 3.82914853096008
"2015-09-29" 5.21000003814697 5.23999977111816 5.17000007629395 5.21000003814697 6747300 3.88886213302612
"2015-09-30" 5.26999998092651 5.28999996185303 5.19999980926514 5.28000020980835 5123600 3.94111275672913
"2015-10-01" 5.30000019073486 5.30999994277954 5.21000003814697 5.28000020980835 4762300 3.94111275672913
"2015-10-02" 5.21999979019165 5.3899998664856 5.21000003814697 5.3899998664856 5189800 4.02321863174438
"2015-10-05" 5.5 5.59999990463257 5.5 5.59000015258789 6255300 4.17250347137451
"2015-10-06" 5.63000011444092 5.73999977111816 5.63000011444092 5.71999979019165 5050500 4.26953887939453
"2015-10-07" 5.94000005722046 5.94999980926514 5.82999992370605 5.88000011444092 8236100 4.38896608352661
"2015-10-08" 5.80000019073486 5.8899998664856 5.78000020980835 5.88000011444092 3956200 4.38896608352661
"2015-10-09" 6.03000020980835 6.05999994277954 5.98000001907349 6.03999996185303 8871500 4.50839376449585
"2015-10-12" 5.98000001907349 5.98000001907349 5.90999984741211 5.92999982833862 3899900 4.4262866973877
"2015-10-13" 5.75 5.82000017166138 5.73999977111816 5.75 3500200 4.29193067550659
"2015-10-14" 5.76999998092651 5.78999996185303 5.69999980926514 5.73000001907349 3464100 4.27700185775757
"2015-10-15" 5.65000009536743 5.69999980926514 5.61999988555908 5.69000005722046 3020700 4.28981924057007
"2015-10-16" 5.76999998092651 5.82000017166138 5.76000022888184 5.80999994277954 3061800 4.38028955459595
"2015-10-19" 5.75 5.76000022888184 5.69999980926514 5.73000001907349 3016300 4.31997585296631
"2015-10-20" 5.65000009536743 5.69000005722046 5.63000011444092 5.65999984741211 3665000 4.26720142364502
"2015-10-21" 5.73000001907349 5.73000001907349 5.67000007629395 5.67000007629395 3892100 4.27474164962769
"2015-10-22" 5.73000001907349 5.80999994277954 5.73000001907349 5.78000020980835 5394900 4.35767316818237
"2015-10-23" 5.78999996185303 5.82999992370605 5.75 5.80000019073486 5597400 4.3727502822876
"2015-10-26" 5.75 5.76999998092651 5.69999980926514 5.75 2328400 4.33505487442017
"2015-10-27" 5.65000009536743 5.69000005722046 5.6100001335144 5.6399998664856 4210600 4.25212287902832
"2015-10-28" 5.61999988555908 5.76000022888184 5.61999988555908 5.69999980926514 21050900 4.2973575592041
"2015-10-29" 5.51000022888184 5.55999994277954 5.48000001907349 5.51000022888184 14366800 4.15411376953125
"2015-10-30" 5.53999996185303 5.59000015258789 5.51999998092651 5.53999996185303 9281500 4.1767315864563
"2015-11-02" 5.6399998664856 5.67999982833862 5.59999990463257 5.63000011444092 6182300 4.24458503723145
"2015-11-03" 5.59000015258789 5.67999982833862 5.57999992370605 5.65999984741211 4832500 4.26720142364502
"2015-11-04" 5.78000020980835 5.80000019073486 5.65999984741211 5.69000005722046 4282000 4.28981924057007
"2015-11-05" 5.69999980926514 5.71000003814697 5.59999990463257 5.6100001335144 10293700 4.22950601577759
"2015-11-06" 5.63000011444092 5.67999982833862 5.59000015258789 5.65999984741211 5418800 4.26720142364502
"2015-11-09" 5.63000011444092 5.65000009536743 5.51999998092651 5.55000019073486 5705100 4.18427038192749
"2015-11-10" 5.5 5.53000020980835 5.46000003814697 5.51000022888184 3841900 4.15411376953125
"2015-11-11" 5.6100001335144 5.6100001335144 5.51999998092651 5.51999998092651 5395600 4.16165208816528
"2015-11-12" 5.3899998664856 5.42000007629395 5.34000015258789 5.34000015258789 4951700 4.02594614028931
"2015-11-13" 5.32999992370605 5.3600001335144 5.26999998092651 5.28999996185303 13166200 3.98825097084045
"2015-11-16" 5.23000001907349 5.30999994277954 5.21999979019165 5.30000019073486 3847900 3.99578976631165
"2015-11-17" 5.38000011444092 5.40999984741211 5.32999992370605 5.34999990463257 4690800 4.03348636627197
"2015-11-18" 5.3899998664856 5.44000005722046 5.36999988555908 5.44000005722046 4258600 4.10133838653564
"2015-11-19" 5.51000022888184 5.57999992370605 5.5 5.55999994277954 7389600 4.19180965423584
"2015-11-20" 5.55000019073486 5.55999994277954 5.42999982833862 5.44000005722046 4456600 4.10133838653564
"2015-11-23" 5.46000003814697 5.48000001907349 5.40000009536743 5.42000007629395 3506100 4.08625984191895
"2015-11-24" 5.3899998664856 5.5 5.3899998664856 5.48999977111816 4453200 4.13903427124023
"2015-11-25" 5.32000017166138 5.3600001335144 5.28999996185303 5.34000015258789 5244100 4.02594614028931
"2015-11-27" 5.3899998664856 5.40000009536743 5.34000015258789 5.34999990463257 1914500 4.03348636627197
"2015-11-30" 5.3899998664856 5.42999982833862 5.38000011444092 5.40000009536743 3362900 4.07118129730225
"2015-12-01" 5.44999980926514 5.48999977111816 5.40999984741211 5.46000003814697 4504700 4.11641693115234
"2015-12-02" 5.38000011444092 5.42000007629395 5.30000019073486 5.32000017166138 6244200 4.01086759567261
"2015-12-03" 5.40999984741211 5.42999982833862 5.26999998092651 5.28000020980835 5021800 3.98071098327637
"2015-12-04" 5.28000020980835 5.42000007629395 5.28000020980835 5.42000007629395 9872100 4.08625984191895
"2015-12-07" 5.30000019073486 5.30000019073486 5.21000003814697 5.23999977111816 4670300 3.95055317878723
"2015-12-08" 5.1100001335144 5.1399998664856 5.05999994277954 5.07999992370605 7734300 3.82992720603943
"2015-12-09" 5.1100001335144 5.21999979019165 5.07999992370605 5.1100001335144 13706300 3.85254430770874
"2015-12-10" 5.07999992370605 5.13000011444092 5.05999994277954 5.07999992370605 7365200 3.82992720603943
"2015-12-11" 5.05000019073486 5.05999994277954 4.94999980926514 4.96999979019165 7637800 3.74699449539185
"2015-12-14" 4.96000003814697 5 4.84999990463257 4.8899998664856 6324300 3.68668031692505
"2015-12-15" 4.98000001907349 5.03000020980835 4.98000001907349 5.01000022888184 6446400 3.7771520614624
"2015-12-16" 5.11999988555908 5.15000009536743 5.03000020980835 5.15000009536743 7717800 3.88270139694214
"2015-12-17" 5.17999982833862 5.19000005722046 5.09999990463257 5.1100001335144 5474200 3.85254430770874
"2015-12-18" 5.05999994277954 5.05999994277954 4.98999977111816 5 5816500 3.76961421966553
"2015-12-21" 4.90999984741211 4.94000005722046 4.80999994277954 4.84999990463257 8542300 3.65652418136597
"2015-12-22" 4.90000009536743 4.94000005722046 4.86999988555908 4.92999982833862 4925400 3.71683764457703
"2015-12-23" 5 5.07999992370605 4.98000001907349 5.07000017166138 8489700 3.82238793373108
"2015-12-24" 5.07000017166138 5.13000011444092 5.07000017166138 5.09999990463257 2363100 3.84500575065613
"2015-12-28" 5.03999996185303 5.05000019073486 4.96000003814697 4.98999977111816 5644700 3.7620735168457
"2015-12-29" 4.98000001907349 5.01000022888184 4.96000003814697 5.01000022888184 5915700 3.7771520614624
"2015-12-30" 4.98000001907349 5.01000022888184 4.94999980926514 4.94999980926514 6661900 3.7319164276123
"2015-12-31" 4.92999982833862 4.92999982833862 4.86999988555908 4.86999988555908 4839400 3.67160248756409
"2016-01-04" 4.78999996185303 4.80000019073486 4.69999980926514 4.78999996185303 8473400 3.61128830909729
"2016-01-05" 4.69000005722046 4.71000003814697 4.63000011444092 4.69999980926514 7419400 3.5434353351593
"2016-01-06" 4.5 4.53999996185303 4.46999979019165 4.51000022888184 7767400 3.40019083023071
"2016-01-07" 4.44999980926514 4.5 4.42000007629395 4.42000007629395 6652700 3.33233785629272
"2016-01-08" 4.46999979019165 4.48000001907349 4.26999998092651 4.28999996185303 11567300 3.23432755470276
"2016-01-11" 4.46999979019165 4.46999979019165 4.36999988555908 4.42999982833862 7421200 3.33987712860107
"2016-01-12" 4.53999996185303 4.53999996185303 4.40000009536743 4.48000001907349 5528000 3.37757325172424
"2016-01-13" 4.51999998092651 4.53000020980835 4.32999992370605 4.3600001335144 6025500 3.28710269927979
"2016-01-14" 4.40000009536743 4.48000001907349 4.34999990463257 4.46999979019165 6639100 3.37003326416016
"2016-01-15" 4.34000015258789 4.38000011444092 4.26999998092651 4.30000019073486 4495700 3.24186682701111
"2016-01-19" 4.28000020980835 4.30000019073486 4.17000007629395 4.21000003814697 5574300 3.1740140914917
"2016-01-20" 4.1100001335144 4.1399998664856 3.98000001907349 4.05999994277954 10034700 3.06092524528503
"2016-01-21" 4.09000015258789 4.17999982833862 4.03000020980835 4.11999988555908 6936800 3.10616087913513
"2016-01-22" 4.32999992370605 4.34999990463257 4.26000022888184 4.32000017166138 4590300 3.25694561004639
